Age,Travel,Department,Distance,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,JobSatisfaction
37.0,Rarely,Other,21.0,Medium,267.0,Low,Male,65.0,High,Low,Married,3564.0,1.0,Yes,8.0,8.0,7.0,1.0,Low
35.0,Frequently,Other,2.0,Medium,269.0,Low,Female,37.0,High,Low,Single,4425.0,1.0,No,10.0,6.0,2.0,1.0,Low
42.0,Never,Other,21.0,Low,270.0,High,Female,36.0,High,Low,Single,5265.0,1.0,No,11.0,,3.0,0.0,High
38.0,Rarely,Other,2.0,High,271.0,High,Male,88.0,High,Low,Married,6553.0,1.0,No,14.0,1.0,0.0,0.0,High
38.0,Rarely,Other,29.0,Medium,273.0,High,Male,54.0,High,Low,Married,6261.0,1.0,No,9.0,7.0,7.0,1.0,High
27.0,Frequently,Other,1.0,Low,274.0,High,Male,60.0,Low,Low,Married,4298.0,1.0,No,6.0,2.0,2.0,2.0,Low
49.0,Never,Other,18.0,High,275.0,High,Male,92.0,High,Low,Single,6804.0,1.0,Yes,7.0,7.0,7.0,1.0,High
34.0,Frequently,Other,10.0,High,277.0,High,Male,43.0,High,Low,Single,3815.0,1.0,Yes,5.0,5.0,3.0,2.0,High
40.0,Rarely,Other,19.0,Low,281.0,High,Male,99.0,High,Low,Married,2741.0,1.0,Yes,15.0,7.0,2.0,3.0,High
38.0,Rarely,Other,29.0,Low,282.0,Low,Male,70.0,High,Low,Married,6673.0,1.0,Yes,17.0,1.0,0.0,0.0,Low
29.0,Rarely,Other,27.0,Medium,283.0,Low,Female,35.0,High,Medium,Married,7639.0,1.0,No,10.0,10.0,4.0,1.0,High
22.0,Rarely,Other,5.0,Medium,284.0,High,Male,60.0,High,Low,Single,2328.0,1.0,Yes,4.0,4.0,2.0,2.0,Low
36.0,Frequently,Other,18.0,Low,286.0,,Female,73.0,High,Low,Single,2153.0,1.0,No,8.0,8.0,1.0,1.0,High
40.0,Never,Other,9.0,High,287.0,High,Male,,Low,Low,Married,4876.0,1.0,No,5.0,3.0,2.0,0.0,High
46.0,Rarely,Other,1.0,High,288.0,High,Male,97.0,High,Medium,Single,9396.0,1.0,No,17.0,4.0,2.0,0.0,Low
32.0,Rarely,Other,4.0,High,291.0,,Male,32.0,Low,Medium,Married,10400.0,1.0,No,14.0,14.0,8.0,9.0,High
30.0,Never,Other,1.0,Low,292.0,High,Male,88.0,Low,Medium,Single,8474.0,1.0,No,12.0,11.0,8.0,5.0,High
27.0,Frequently,Other,20.0,Medium,293.0,High,Female,90.0,High,Low,Single,9981.0,1.0,No,7.0,7.0,7.0,0.0,High
51.0,Rarely,Other,8.0,High,296.0,Low,Male,81.0,Low,Medium,Married,12490.0,1.0,No,16.0,10.0,9.0,4.0,Low
30.0,Rarely,Other,3.0,Medium,297.0,High,Female,88.0,High,,Single,2657.0,1.0,Yes,8.0,5.0,2.0,0.0,Low
41.0,Rarely,Other,6.0,Medium,298.0,High,Female,75.0,High,Medium,Single,13591.0,1.0,Yes,16.0,1.0,0.0,0.0,High
30.0,Frequently,Other,26.0,High,299.0,High,Female,52.0,Low,Low,Single,6696.0,1.0,No,9.0,6.0,3.0,0.0,Low
29.0,Rarely,Other,1.0,Medium,300.0,High,Male,85.0,High,Low,Single,2058.0,1.0,No,7.0,6.0,2.0,1.0,High
45.0,Never,Other,6.0,Medium,302.0,High,Female,57.0,Low,Medium,Single,8865.0,1.0,No,23.0,19.0,7.0,12.0,High
54.0,Rarely,Other,3.0,Medium,303.0,High,Female,52.0,High,Low,Married,5940.0,1.0,No,16.0,6.0,2.0,0.0,Low
36.0,Rarely,Other,5.0,Low,304.0,High,Male,62.0,High,Low,Single,5914.0,1.0,No,16.0,13.0,11.0,3.0,Low
33.0,Rarely,Other,4.0,High,305.0,High,Female,47.0,Low,Low,Married,2622.0,1.0,No,7.0,3.0,2.0,1.0,Low
37.0,Frequently,Other,11.0,Medium,306.0,Low,Male,47.0,High,Medium,Single,12185.0,1.0,Yes,10.0,10.0,8.0,0.0,High
38.0,Rarely,Other,3.0,Medium,307.0,Low,Male,76.0,High,Medium,Single,10609.0,1.0,No,17.0,16.0,10.0,5.0,High
31.0,Never,Other,1.0,High,308.0,High,Male,90.0,Low,Low,Married,4345.0,1.0,No,6.0,5.0,4.0,1.0,High
59.0,Rarely,Other,3.0,Medium,309.0,High,Male,70.0,Low,Low,Married,2177.0,1.0,No,7.0,1.0,0.0,0.0,High
37.0,Frequently,Other,4.0,High,311.0,Low,Male,41.0,High,Low,Single,2793.0,1.0,No,13.0,9.0,8.0,5.0,High
29.0,Frequently,Other,1.0,Low,312.0,Low,Female,42.0,High,Medium,Married,7918.0,1.0,No,11.0,11.0,10.0,4.0,High
35.0,Frequently,Other,1.0,Medium,314.0,High,Female,92.0,High,Medium,Single,8789.0,,No,10.0,10.0,7.0,0.0,High
29.0,Rarely,Other,18.0,Low,315.0,High,Male,86.0,Low,Low,Single,2389.0,1.0,Yes,4.0,4.0,3.0,0.0,High
52.0,Rarely,Other,2.0,Medium,316.0,High,Female,89.0,Low,Low,Single,3212.0,1.0,No,6.0,2.0,2.0,2.0,High
42.0,Rarely,Other,4.0,Low,319.0,High,Male,58.0,High,High,Married,19232.0,1.0,No,22.0,22.0,17.0,11.0,High
59.0,Rarely,Other,6.0,Low,321.0,Low,Male,52.0,High,Low,Married,2267.0,1.0,No,7.0,2.0,2.0,2.0,High
50.0,Rarely,Other,1.0,High,323.0,,Female,68.0,High,High,Single,19517.0,1.0,No,,7.0,0.0,0.0,High
33.0,Rarely,Other,14.0,Medium,325.0,High,Male,58.0,High,Low,Married,2436.0,1.0,Yes,8.0,5.0,4.0,0.0,High
43.0,Rarely,Other,16.0,Medium,327.0,High,Female,80.0,High,High,Married,16064.0,1.0,Yes,22.0,17.0,13.0,1.0,High
33.0,Rarely,Other,2.0,Low,328.0,Low,Female,39.0,High,Low,Married,2707.0,1.0,No,13.0,9.0,7.0,1.0,Low
52.0,Never,Other,2.0,High,329.0,Low,Male,79.0,Low,High,Single,19068.0,1.0,Yes,33.0,33.0,7.0,15.0,High
32.0,Rarely,Other,4.0,Low,330.0,High,Female,56.0,High,Low,Married,3931.0,1.0,No,6.0,4.0,3.0,1.0,Low
32.0,Rarely,Other,1.0,Medium,331.0,High,Male,62.0,Low,Low,Single,3730.0,1.0,Yes,4.0,3.0,2.0,1.0,High
39.0,Rarely,Other,1.0,High,332.0,High,Female,96.0,High,Low,Single,2232.0,1.0,No,7.0,3.0,2.0,1.0,High
32.0,Never,Other,26.0,High,333.0,High,Male,100.0,High,Low,Married,4465.0,1.0,No,4.0,3.0,,2.0,High
41.0,Rarely,Other,19.0,Low,334.0,High,Male,36.0,High,Low,Single,3072.0,1.0,No,17.0,1.0,0.0,0.0,Low
40.0,Rarely,Other,24.0,Low,335.0,Low,Male,62.0,High,Low,Single,3319.0,1.0,No,9.0,9.0,8.0,4.0,High
45.0,Rarely,Other,,Medium,336.0,High,Male,70.0,High,High,Married,19202.0,1.0,No,25.0,24.0,0.0,1.0,High
31.0,Frequently,Other,3.0,High,337.0,Low,,73.0,High,Medium,Single,13675.0,1.0,No,9.0,2.0,2.0,2.0,High
33.0,Rarely,Other,5.0,High,338.0,High,Female,63.0,Low,Low,Married,2911.0,1.0,No,2.0,2.0,2.0,0.0,High
34.0,Rarely,Other,2.0,High,339.0,High,Male,84.0,Low,Low,Married,5957.0,1.0,No,13.0,11.0,9.0,5.0,Low
37.0,Rarely,Other,1.0,Low,340.0,High,Female,83.0,Low,Low,Married,3920.0,1.0,No,17.0,3.0,1.0,0.0,Low
45.0,Frequently,Other,7.0,High,341.0,Low,Male,77.0,High,Low,Married,6434.0,1.0,No,9.0,3.0,2.0,0.0,High
37.0,Frequently,Other,10.0,Medium,342.0,Low,Male,61.0,High,Medium,Single,10048.0,1.0,No,17.0,1.0,0.0,0.0,High
39.0,Frequently,Other,2.0,High,343.0,High,Female,64.0,High,Medium,Single,10938.0,1.0,No,20.0,19.0,6.0,11.0,High
29.0,Rarely,Other,15.0,Medium,346.0,High,Male,60.0,High,Low,Single,2340.0,1.0,No,6.0,6.0,5.0,1.0,High
42.0,Rarely,Other,17.0,Low,347.0,High,Female,82.0,High,Low,Single,6545.0,1.0,Yes,10.0,3.0,2.0,0.0,Low
29.0,Rarely,Other,20.0,,349.0,High,Male,45.0,High,Low,Single,6931.0,1.0,No,10.0,3.0,2.0,0.0,High
25.0,Rarely,Other,1.0,Medium,350.0,Low,Female,62.0,High,Low,Married,4898.0,1.0,No,5.0,4.0,2.0,1.0,High
42.0,Rarely,Other,2.0,Medium,351.0,High,Female,56.0,Low,Low,Single,2593.0,1.0,Yes,10.0,9.0,6.0,7.0,Low
40.0,Rarely,Other,2.0,Low,352.0,Low,Male,49.0,High,High,Single,19436.0,1.0,No,22.0,21.0,7.0,3.0,High
51.0,Rarely,Other,1.0,Medium,353.0,High,Male,96.0,High,Low,Married,2723.0,1.0,No,1.0,1.0,0.0,0.0,High
31.0,Frequently,Other,29.0,Low,355.0,High,Male,71.0,,Low,Single,3479.0,1.0,No,6.0,5.0,4.0,1.0,Low
32.0,Frequently,Other,7.0,Medium,359.0,Low,Male,100.0,High,Low,,2794.0,1.0,No,5.0,5.0,1.0,0.0,Low
38.0,Never,Other,2.0,Low,361.0,High,Male,39.0,Low,Low,Married,5249.0,1.0,No,13.0,8.0,7.0,7.0,High
32.0,Rarely,Other,2.0,Low,362.0,High,Male,84.0,Low,Low,Single,2176.0,1.0,No,9.0,6.0,2.0,0.0,Low
46.0,Rarely,Other,2.0,Medium,363.0,High,Female,75.0,Low,High,Married,16872.0,1.0,Yes,28.0,7.0,7.0,7.0,Low
28.0,Rarely,Other,2.0,High,364.0,Low,Male,79.0,High,Low,Single,3485.0,1.0,No,5.0,0.0,0.0,0.0,High
29.0,Rarely,Other,2.0,Medium,,Low,Male,78.0,Low,Low,Married,6644.0,1.0,No,10.0,0.0,0.0,0.0,Low
31.0,Rarely,Other,23.0,Medium,367.0,Low,Male,64.0,Low,Low,Married,5582.0,1.0,No,10.0,9.0,0.0,7.0,High
25.0,Never,Other,5.0,Low,369.0,Low,Male,85.0,High,Low,Single,4000.0,1.0,No,6.0,6.0,3.0,1.0,Low
45.0,Rarely,Other,20.0,Low,372.0,High,Male,79.0,High,High,Married,13496.0,1.0,Yes,21.0,20.0,7.0,4.0,High
36.0,Rarely,Other,6.0,Medium,373.0,High,Male,47.0,High,Low,Married,3210.0,1.0,No,16.0,15.0,13.0,10.0,High
55.0,Rarely,Other,1.0,Medium,374.0,High,Male,81.0,High,High,Single,19045.0,1.0,Yes,37.0,36.0,10.0,4.0,Low
47.0,Never,Other,29.0,High,376.0,Low,Male,88.0,High,Medium,Married,11849.0,1.0,Yes,10.0,10.0,7.0,9.0,Low
28.0,Rarely,Other,9.0,Medium,377.0,High,Male,94.0,High,Low,Married,2070.0,1.0,No,5.0,5.0,2.0,0.0,High
37.0,Rarely,Other,6.0,High,378.0,High,Male,98.0,High,Low,Married,6502.0,1.0,No,7.0,5.0,4.0,0.0,High
21.0,Rarely,Other,3.0,Low,,High,Male,100.0,Low,Low,Single,3230.0,1.0,No,3.0,3.0,2.0,1.0,High
37.0,Never,Other,1.0,High,380.0,Low,Female,80.0,High,Medium,Single,13603.0,1.0,Yes,15.0,5.0,2.0,0.0,High
35.0,Rarely,Other,22.0,Medium,381.0,Low,Female,71.0,High,Medium,Single,11996.0,1.0,No,10.0,7.0,7.0,6.0,Low
38.0,Rarely,Other,7.0,Low,382.0,Low,Female,44.0,High,Low,Single,5605.0,1.0,Yes,8.0,8.0,0.0,7.0,Low
26.0,,Other,1.0,Medium,384.0,High,Female,84.0,High,Low,Single,6397.0,1.0,No,6.0,6.0,5.0,1.0,Low
50.0,Rarely,Other,4.0,Low,,Low,Male,96.0,High,High,Single,19144.0,1.0,No,28.0,10.0,4.0,1.0,Low
53.0,Rarely,Other,3.0,High,386.0,High,Male,45.0,High,High,Married,17584.0,1.0,Yes,,5.0,3.0,1.0,High
42.0,Rarely,Other,1.0,Low,387.0,Low,Male,99.0,High,Low,Married,4907.0,1.0,No,20.0,20.0,16.0,11.0,High
29.0,Frequently,Other,2.0,Low,388.0,Low,Male,44.0,High,Low,Single,4554.0,1.0,No,10.0,10.0,7.0,0.0,High
55.0,Rarely,Other,20.0,Low,389.0,Low,Male,37.0,High,Low,Married,5415.0,1.0,Yes,12.0,10.0,7.0,0.0,High
26.0,Frequently,Other,11.0,Low,390.0,Low,Male,60.0,High,Low,Married,4741.0,1.0,Yes,5.0,5.0,3.0,3.0,Low
37.0,Rarely,Other,1.0,Medium,391.0,High,Female,42.0,High,Low,Single,2115.0,1.0,No,17.0,17.0,12.0,5.0,High
44.0,Frequently,Other,24.0,Medium,392.0,High,Male,43.0,High,Low,Single,3161.0,1.0,Yes,19.0,1.0,0.0,0.0,High
38.0,Rarely,Other,23.0,High,393.0,High,Male,82.0,High,Low,Single,5745.0,1.0,No,10.0,2.0,2.0,1.0,High
26.0,Rarely,Other,16.0,High,394.0,Low,Male,45.0,High,Low,Single,2373.0,1.0,Yes,5.0,3.0,2.0,0.0,Low
28.0,,Other,8.0,Low,395.0,High,Female,66.0,High,Low,Single,3310.0,1.0,No,5.0,5.0,3.0,0.0,High
49.0,Frequently,Other,10.0,High,396.0,High,Female,35.0,High,High,Single,18665.0,1.0,Yes,22.0,3.0,2.0,1.0,Low
36.0,Rarely,Other,3.0,Medium,397.0,High,Male,30.0,High,Low,Single,4485.0,1.0,No,10.0,8.0,0.0,7.0,Low
31.0,Frequently,Other,5.0,Medium,399.0,High,Female,84.0,High,Low,Single,2789.0,1.0,No,2.0,2.0,2.0,2.0,Low
26.0,Rarely,Other,4.0,High,401.0,High,Male,48.0,Low,Low,Single,5828.0,1.0,Yes,8.0,8.0,7.0,7.0,High
37.0,Frequently,Other,9.0,Medium,403.0,Low,Male,53.0,High,Low,Married,2326.0,1.0,Yes,4.0,4.0,2.0,1.0,High
42.0,Frequently,Other,26.0,Medium,404.0,High,Female,77.0,High,High,Married,13525.0,1.0,No,23.0,20.0,4.0,4.0,Low
18.0,Rarely,Other,3.0,Medium,405.0,High,Male,54.0,High,Low,Single,1420.0,0.0,No,0.0,0.0,0.0,0.0,High
35.0,Rarely,Other,16.0,Medium,406.0,High,Male,96.0,High,Medium,Married,8020.0,1.0,No,12.0,11.0,9.0,6.0,Low
36.0,Frequently,Other,18.0,High,407.0,High,Male,81.0,High,Low,Married,3688.0,1.0,No,4.0,1.0,0.0,0.0,High
51.0,Rarely,Other,2.0,Medium,408.0,High,Male,84.0,Low,Low,Single,5482.0,1.0,No,13.0,4.0,1.0,1.0,Low
41.0,Rarely,Other,,High,410.0,High,Male,88.0,High,High,Single,16015.0,1.0,No,22.0,22.0,10.0,0.0,Low
18.0,Rarely,Other,10.0,Medium,411.0,High,Female,69.0,Low,Low,Single,1200.0,0.0,No,0.0,0.0,0.0,0.0,High
28.0,Rarely,Other,16.0,Low,412.0,Low,Male,68.0,High,Low,Single,5661.0,1.0,No,9.0,8.0,3.0,0.0,Low
31.0,Rarely,Other,7.0,Medium,416.0,Low,Male,100.0,High,Low,Married,6929.0,1.0,No,10.0,8.0,7.0,7.0,High
39.0,Rarely,Other,1.0,Medium,417.0,High,Male,48.0,High,Medium,Single,9613.0,1.0,No,19.0,18.0,10.0,3.0,High
36.0,Never,Other,24.0,High,419.0,Low,Female,47.0,High,Low,Married,5674.0,1.0,No,11.0,9.0,8.0,0.0,Low
32.0,Rarely,Other,7.0,Medium,420.0,High,Male,91.0,Low,Low,Married,5484.0,1.0,No,13.0,13.0,8.0,4.0,High
38.0,Rarely,Other,25.0,Low,421.0,Low,Female,81.0,Low,Medium,Married,12061.0,1.0,No,19.0,10.0,8.0,0.0,Low
58.0,Never,Other,1.0,High,422.0,High,Male,32.0,Low,Low,Single,5660.0,1.0,Yes,12.0,5.0,3.0,1.0,High
31.0,Rarely,Other,5.0,High,423.0,High,Male,86.0,High,Low,Married,4821.0,1.0,Yes,6.0,5.0,2.0,0.0,High
31.0,Rarely,Other,2.0,Medium,424.0,Low,Male,62.0,Low,Low,Married,6410.0,1.0,No,9.0,2.0,2.0,1.0,Low
45.0,Frequently,Other,7.0,Medium,425.0,Low,Male,97.0,High,Medium,Single,5210.0,1.0,No,24.0,24.0,,9.0,Low
31.0,Rarely,Other,2.0,High,426.0,High,Male,32.0,High,Low,Single,2695.0,1.0,Yes,3.0,2.0,2.0,2.0,High
33.0,Frequently,Other,5.0,High,428.0,High,Female,74.0,High,Medium,Married,11878.0,1.0,No,12.0,10.0,6.0,8.0,Low
39.0,Rarely,Other,,Low,429.0,High,Male,99.0,High,High,Married,17068.0,1.0,Yes,21.0,21.0,9.0,11.0,Low
43.0,Frequently,Other,10.0,High,430.0,High,Female,33.0,High,Low,Single,2455.0,1.0,No,9.0,8.0,7.0,,High
49.0,Rarely,Other,1.0,Low,431.0,High,Female,90.0,Low,High,Single,13964.0,1.0,Yes,25.0,7.0,1.0,0.0,High
52.0,Rarely,Other,8.0,High,433.0,High,Male,85.0,Low,Low,Married,4941.0,1.0,No,11.0,8.0,2.0,7.0,Low
27.0,Rarely,Other,5.0,Medium,434.0,High,Female,85.0,High,Low,Single,2478.0,1.0,Yes,4.0,4.0,3.0,1.0,Low
32.0,Rarely,Other,8.0,Low,436.0,High,Female,65.0,Low,Low,Married,5228.0,1.0,Yes,13.0,13.0,12.0,11.0,Low
27.0,Rarely,Other,2.0,Medium,437.0,High,Male,74.0,High,Low,Single,4478.0,1.0,Yes,5.0,5.0,4.0,0.0,High
31.0,Rarely,Other,7.0,Medium,438.0,High,Male,73.0,High,Low,Single,7547.0,1.0,No,13.0,7.0,7.0,1.0,High
32.0,Rarely,Other,2.0,High,439.0,Low,Female,74.0,High,Low,Single,5055.0,1.0,No,10.0,7.0,7.0,0.0,High
28.0,Rarely,Other,2.0,High,440.0,Low,Male,84.0,Low,Low,Married,3464.0,1.0,Yes,5.0,3.0,2.0,2.0,High
30.0,Rarely,Other,28.0,Low,441.0,High,Female,64.0,High,Low,Married,5775.0,1.0,No,11.0,10.0,8.0,1.0,High
31.0,Frequently,Other,7.0,Low,442.0,High,Female,48.0,Low,Medium,Married,8943.0,1.0,No,10.0,10.0,9.0,8.0,High
39.0,Frequently,Other,7.0,Low,444.0,High,Male,54.0,Low,High,Married,19272.0,1.0,No,21.0,21.0,9.0,13.0,High
39.0,Rarely,Other,3.0,Low,445.0,High,Female,41.0,High,Low,Married,5238.0,1.0,Yes,12.0,1.0,0.0,0.0,High
33.0,Frequently,Other,10.0,Medium,446.0,Low,Male,46.0,Low,Low,Single,4682.0,1.0,No,9.0,7.0,7.0,0.0,High
47.0,Rarely,Other,5.0,High,447.0,High,Male,42.0,High,High,Married,18300.0,1.0,No,21.0,3.0,2.0,1.0,High
43.0,Frequently,Other,10.0,High,448.0,High,Female,82.0,Low,Low,Single,5257.0,1.0,No,9.0,9.0,7.0,0.0,High
27.0,Never,Other,1.0,Low,449.0,High,Male,73.0,High,Low,Married,6349.0,1.0,Yes,6.0,5.0,4.0,1.0,Low
54.0,Frequently,Other,20.0,High,450.0,High,Female,31.0,High,Low,Single,4869.0,1.0,No,20.0,4.0,3.0,0.0,High
43.0,Rarely,Other,7.0,Medium,451.0,High,Female,43.0,High,Medium,Married,9985.0,1.0,No,10.0,1.0,0.0,0.0,Low
45.0,Rarely,Other,8.0,High,452.0,High,Male,75.0,High,Low,Married,3697.0,1.0,No,12.0,10.0,9.0,9.0,High
40.0,Rarely,Other,1.0,Low,453.0,Low,Male,57.0,Low,Low,Married,7457.0,1.0,Yes,6.0,4.0,3.0,0.0,High
29.0,Rarely,Other,8.0,High,454.0,Low,Male,77.0,Low,Low,Married,2119.0,1.0,Yes,7.0,7.0,7.0,0.0,Low
29.0,Rarely,Other,9.0,High,455.0,Low,Male,30.0,Low,Low,Single,3983.0,1.0,No,4.0,3.0,2.0,2.0,High
30.0,Rarely,Other,5.0,Medium,456.0,High,Female,30.0,Low,Low,Single,6118.0,1.0,No,10.0,10.0,9.0,1.0,High
27.0,Rarely,Other,8.0,High,458.0,Low,Female,56.0,High,Low,Married,6214.0,1.0,No,8.0,8.0,7.0,0.0,Low
37.0,Rarely,Other,5.0,Low,460.0,High,Male,61.0,High,Low,Single,6347.0,1.0,No,8.0,6.0,2.0,0.0,High
38.0,Rarely,Other,15.0,Low,461.0,High,Male,92.0,Low,Medium,Single,,1.0,Yes,12.0,11.0,10.0,2.0,High
31.0,Rarely,Other,7.0,High,462.0,High,Female,39.0,High,Medium,Single,7143.0,1.0,Yes,11.0,11.0,9.0,4.0,High
29.0,Rarely,Other,10.0,Low,463.0,High,Female,39.0,Low,Low,Single,8268.0,1.0,Yes,7.0,7.0,7.0,1.0,Low
35.0,,Other,5.0,High,464.0,High,Male,62.0,High,Medium,Single,8095.0,1.0,No,17.0,16.0,6.0,0.0,Low
23.0,Rarely,Other,26.0,Low,465.0,High,Male,83.0,High,Low,Single,2904.0,1.0,No,4.0,4.0,2.0,0.0,High
41.0,Rarely,Other,6.0,Medium,466.0,High,Male,95.0,Low,Low,Single,6032.0,1.0,Yes,8.0,5.0,4.0,1.0,Low
47.0,Frequently,Other,4.0,Low,467.0,Low,Male,99.0,High,Low,Single,2976.0,1.0,No,5.0,0.0,0.0,0.0,High
42.0,Rarely,Other,23.0,High,468.0,Low,Female,44.0,High,High,Single,15992.0,1.0,No,16.0,1.0,0.0,0.0,High
29.0,Never,Other,2.0,Medium,469.0,High,Male,61.0,High,Low,Married,4649.0,1.0,No,4.0,4.0,3.0,0.0,High
42.0,Rarely,Other,2.0,Low,470.0,High,Male,52.0,High,Low,Single,2696.0,1.0,Yes,4.0,3.0,2.0,1.0,High
32.0,Rarely,Other,2.0,Medium,471.0,High,Female,75.0,High,Low,Married,2370.0,1.0,No,8.0,8.0,0.0,0.0,Low
48.0,Rarely,Other,29.0,,473.0,Low,Female,91.0,High,Medium,Married,12504.0,1.0,No,15.0,0.0,0.0,0.0,High
37.0,Rarely,Other,6.0,Medium,474.0,High,Male,51.0,High,Low,Single,5974.0,1.0,Yes,13.0,7.0,7.0,6.0,Low
30.0,Never,Other,25.0,Low,475.0,High,Female,85.0,High,Low,Married,4736.0,1.0,Yes,4.0,2.0,2.0,2.0,High
26.0,Rarely,Other,1.0,Medium,476.0,High,Male,57.0,High,Low,Married,5296.0,1.0,No,8.0,8.0,7.0,7.0,High
42.0,Rarely,Other,2.0,High,477.0,Low,Male,98.0,Low,Low,Single,6781.0,1.0,No,14.0,1.0,0.0,0.0,
21.0,Frequently,Other,1.0,Low,478.0,Low,Female,99.0,Low,Low,Single,2174.0,,Yes,3.0,3.0,2.0,1.0,Low
36.0,Never,Other,1.0,High,479.0,High,,45.0,High,Low,Single,6653.0,1.0,No,7.0,1.0,0.0,0.0,High
36.0,Frequently,Other,3.0,High,481.0,Low,Male,48.0,Low,Medium,Married,9699.0,1.0,No,16.0,13.0,9.0,1.0,High
57.0,Rarely,Other,1.0,High,482.0,High,Male,88.0,High,Low,Married,6755.0,1.0,,15.0,3.0,2.0,1.0,High
40.0,Rarely,Other,10.0,High,483.0,High,Female,46.0,High,Low,Married,2213.0,1.0,Yes,10.0,7.0,7.0,1.0,High
21.0,Never,Other,9.0,Low,484.0,Low,Male,39.0,High,Low,Single,2610.0,1.0,No,3.0,3.0,2.0,2.0,
33.0,Rarely,Other,5.0,Medium,485.0,High,Female,34.0,High,Low,Single,2851.0,1.0,Yes,1.0,1.0,0.0,0.0,High
37.0,Rarely,Other,10.0,Medium,486.0,High,Female,98.0,High,Low,Married,3452.0,1.0,No,17.0,5.0,4.0,0.0,Low
46.0,Never,Other,7.0,High,487.0,High,Female,30.0,High,Low,Married,5258.0,1.0,No,7.0,1.0,0.0,0.0,High
,Frequently,Other,4.0,Medium,488.0,Low,Male,56.0,High,Low,Single,9355.0,1.0,No,8.0,8.0,7.0,7.0,Low
50.0,Rarely,Other,10.0,Medium,491.0,High,Male,100.0,Low,Medium,Single,10496.0,1.0,No,20.0,4.0,3.0,1.0,High
40.0,Rarely,Other,22.0,Low,492.0,High,Male,68.0,Low,Low,Married,6380.0,1.0,Yes,8.0,6.0,4.0,1.0,High
31.0,Rarely,Other,9.0,High,493.0,High,Male,42.0,Low,Low,Single,2657.0,1.0,Yes,3.0,2.0,2.0,2.0,Low
21.0,Rarely,Other,12.0,Medium,494.0,High,Female,90.0,High,Low,Single,2716.0,1.0,No,1.0,1.0,0.0,0.0,Low
29.0,Rarely,Other,23.0,Medium,495.0,High,Male,54.0,High,Low,Single,2201.0,1.0,No,6.0,3.0,2.0,1.0,High
35.0,Rarely,Other,9.0,High,496.0,High,Male,97.0,Low,Low,Single,6540.0,1.0,No,10.0,1.0,1.0,0.0,Low
27.0,Rarely,Other,1.0,Low,497.0,High,Male,82.0,High,Low,Single,3816.0,1.0,No,5.0,5.0,2.0,0.0,Low
28.0,Rarely,Other,9.0,High,498.0,Low,Male,92.0,High,Low,Single,5253.0,1.0,No,7.0,7.0,5.0,0.0,High
49.0,Rarely,Other,7.0,Medium,499.0,Low,Male,31.0,Low,Medium,Single,10965.0,1.0,No,26.0,5.0,2.0,0.0,High
51.0,Rarely,Other,14.0,Low,500.0,High,Female,87.0,High,Low,Married,4936.0,1.0,No,18.0,7.0,7.0,0.0,High
36.0,Rarely,Other,2.0,Medium,,High,Female,96.0,High,Low,Married,2543.0,1.0,No,6.0,2.0,2.0,2.0,High
34.0,Never,Other,19.0,Medium,502.0,Low,Male,67.0,High,Low,Single,5304.0,1.0,Yes,9.0,5.0,2.0,0.0,High
55.0,Rarely,Other,2.0,Medium,505.0,High,Female,97.0,High,High,Single,16659.0,1.0,Yes,30.0,5.0,4.0,,High
24.0,Rarely,Other,10.0,High,507.0,,Female,77.0,High,Low,Single,4260.0,1.0,Yes,5.0,5.0,2.0,0.0,High
30.0,Rarely,Other,2.0,Low,508.0,High,Male,72.0,High,Low,Married,2476.0,1.0,No,1.0,1.0,0.0,0.0,Low
26.0,Frequently,Other,3.0,Low,510.0,High,Male,73.0,High,Low,Single,3102.0,1.0,No,,6.0,4.0,0.0,Low
22.0,Rarely,Other,11.0,Medium,511.0,Low,Female,43.0,High,Low,Married,2244.0,1.0,No,2.0,2.0,1.0,1.0,Low
36.0,Rarely,Other,2.0,Low,513.0,Low,,61.0,Low,Medium,Married,7596.0,1.0,No,10.0,10.0,9.0,9.0,High
30.0,Frequently,Other,4.0,Medium,514.0,High,Male,40.0,High,Low,Single,2285.0,1.0,Yes,3.0,1.0,0.0,0.0,High
37.0,Rarely,Other,14.0,Medium,515.0,High,Female,95.0,High,Low,Single,3034.0,1.0,No,18.0,18.0,7.0,12.0,Low
40.0,Rarely,Other,2.0,Low,516.0,High,Female,46.0,High,Low,Single,5715.0,1.0,No,8.0,5.0,4.0,1.0,Low
42.0,Rarely,Other,1.0,High,517.0,Low,Female,95.0,High,Low,Single,2576.0,1.0,No,8.0,5.0,2.0,1.0,Low
37.0,Rarely,Other,10.0,High,,High,Male,49.0,High,Low,Single,4197.0,1.0,Yes,18.0,1.0,0.0,,Low
43.0,Rarely,Other,12.0,Medium,520.0,Low,Male,59.0,Low,High,Single,14336.0,1.0,No,25.0,25.0,10.0,3.0,Low
40.0,Rarely,Other,2.0,Medium,521.0,Low,Female,78.0,Low,Low,Married,3448.0,1.0,No,20.0,1.0,0.0,0.0,High
54.0,Rarely,Other,5.0,Low,522.0,Low,Male,86.0,High,High,Married,19406.0,1.0,No,24.0,4.0,2.0,1.0,Low
