Song,Duration,ExplicitContent,Year,Popularity,Danceability,Intensity,Loudness,SpokenWords,Acousticness,Instrumentalness,Liveness,Tempo,Genre
Hey Mama (Black Eyed Peas),214893.0,True,2003.0,Low,0.86,0.866,-6.345,Yes,0.10400000000000001,1.42e-06,0.584,100.15,Pop
Salt Shaker (Ying Yang Twins),252440.0,True,2003.0,High,0.884,0.6970000000000001,-6.022,Yes,0.0509,0.0,0.094,101.965,Pop
Not In Love - Radio Mix (Enrique Iglesias),223133.0,False,2003.0,Low,0.762,0.885,-5.096,No,0.0371,0.0,0.0519,117.021,Pop
Milkshake (Kelis),182626.0,False,2003.0,High,0.8809999999999999,0.774,-6.068,No,0.009859999999999999,0.0346,0.20600000000000002,112.96799999999999,Pop
Breaking the Habit (Linkin Park),196906.0,False,2003.0,High,0.579,0.8490000000000001,-5.218,No,0.10800000000000001,0.0,0.0909,100.021,Rock
Leave (Get Out) - Radio Edit (JoJo),242746.0,False,,Low,0.6559999999999999,,-8.691,Yes,0.156,6.45e-05,0.0763,86.891,Pop
Dip It Low (Christina Milian),197186.0,False,2004.0,Low,0.752,0.722,-4.207,Yes,0.0108,0.000536,0.0753,169.13099999999997,Pop
Read Your Mind (Avant),263506.0,False,2003.0,Low,0.755,0.381,-6.696000000000001,No,0.29100000000000004,5.13e-06,0.0974,73.108,Pop
Just Lose It (Eminem),248680.0,True,2004.0,High,0.94,0.633,-3.56,No,0.0581,4.04e-05,0.281,121.00299999999999,Rock
Too Lost In You (Sugababes),237693.0,False,2003.0,Low,0.586,0.705,-4.904,No,0.0485,0.0,0.15,98.014,Pop
Drop It Like It's Hot (Snoop Dogg),266066.0,True,2004.0,Low,0.892,0.628,-3.832,Yes,0.16899999999999998,0.0,0.102,92.06299999999999,Pop
I'm Still in Love with You (feat. Sasha) (Sean Paul),273360.0,False,2002.0,High,0.765,0.6659999999999999,-5.3839999999999995,Yes,0.102,0.0,0.11599999999999999,87.00200000000001,Pop
Lola's Theme - Radio Edit (The Shapeshifters),207066.0,False,2004.0,High,0.748,0.845,-4.612,No,0.0008300000000000001,0.000225,0.068,123.925,Rock
How Come (D12),249533.0,True,,Low,0.745,0.858,-2.221,Yes,0.28,0.0,0.188,89.98299999999999,Pop
Good Luck (Basement Jaxx),282306.0,False,2003.0,Low,0.5710000000000001,0.968,-3.092,Yes,,3.07e-06,0.5920000000000001,154.07,Pop
Turn Me On (Kevin Lyttle),192106.0,False,2004.0,High,0.677,0.682,-6.879,No,0.0405,0.0,0.0351,106.279,Rock
One Call Away (Chingy),276800.0,False,2003.0,High,0.765,0.821,-5.926,Yes,0.0918,0.0,0.217,162.519,Pop
Bring Em Out (T.I.),216706.0,True,2004.0,High,0.759,0.8909999999999999,-2.983,Yes,0.0298,0.0,0.141,98.579,Pop
Cha Cha Slide - Hardino Mix (DJ Casper),222146.0,False,2004.0,Low,0.853,0.9109999999999999,-6.722,Yes,0.0436,0.00571,0.287,131.012,Rock
I Believe in You (Kylie Minogue),200973.0,False,2004.0,Low,0.5479999999999999,0.785,-5.087,No,0.00277,0.048,0.32899999999999996,,Pop
Overnight Celebrity (Twista),233360.0,True,2004.0,,0.828,0.792,-5.435,Yes,0.182,0.0,0.281,134.19899999999998,Pop
She Wants To Move (N.E.R.D),213786.0,False,2004.0,Low,0.7659999999999999,0.851,-4.831,No,0.00402,0.0007440000000000001,0.256,115.012,Rock
Everytime (Britney Spears),230306.0,False,2003.0,High,0.39799999999999996,0.284,-12.852,No,0.966,8.57e-05,0.11599999999999999,109.59899999999999,Pop
Vertigo (U2),193520.0,False,2004.0,High,0.41600000000000004,0.8190000000000001,-3.9739999999999998,No,0.000138,0.00108,0.147,140.083,Rock
Take Me Out (Franz Ferdinand),237026.0,False,2004.0,High,0.27699999999999997,0.6629999999999999,-8.821,No,0.00040899999999999997,0.0005099999999999999,0.136,104.561,Rock
Tipsy - Club Mix (J-Kwon),247106.0,True,2001.0,Low,0.925,0.741,-5.827000000000001,Yes,0.0653,0.0,0.044000000000000004,93.04,Pop
Wanna Get To Know You (G-Unit),265026.0,True,2003.0,High,0.513,0.826,-3.6510000000000002,Yes,0.106,0.0,0.0675,76.91,Pop
Sunshine (feat. Lea) (Lil' Flip),225173.0,True,2004.0,Low,0.8140000000000001,0.387,-9.867,,0.0248,0.0,0.131,93.961,Pop
Jesus Walks (Kanye West),193733.0,True,2004.0,High,0.637,0.8340000000000001,-4.686,Yes,0.614,0.0,0.317,87.31200000000001,Rock
My Immortal (Evanescence),262533.0,False,2003.0,High,0.19,0.265,-9.206,No,0.863,0.0,0.134,79.012,Rock
My Place (Nelly),336506.0,True,2004.0,Low,0.6,0.6409999999999999,-4.237,No,0.0498,1.49e-06,0.0982,163.153,Pop
If There's Any Justice (Lemar),229080.0,False,2004.0,Low,0.706,0.665,-5.348,No,0.0128,0.0,0.33799999999999997,89.993,Rock
It's My Life (No Doubt),226053.0,False,2003.0,High,0.612,0.735,-5.074,No,0.00202,0.00118,0.32799999999999996,126.32600000000001,Pop
Don't Tell Me (Avril Lavigne),202013.0,False,2004.0,Low,0.523,0.795,-2.92,No,0.00462,0.0,0.358,144.106,Pop
Slow Jamz (Twista),316053.0,True,2004.0,High,0.5589999999999999,0.733,-5.659,Yes,0.314,0.0,0.284,145.115,Pop
American Idiot (Green Day),176346.0,True,2004.0,High,0.38,0.988,-2.042,No,2.64e-05,7.859999999999999e-05,0.368,186.113,Rock
Millionaire (Kelis),224933.0,False,2003.0,Low,0.68,0.847,-6.636,Yes,0.0217,0.0,0.0374,176.051,Pop
Comfortably Numb (Scissor Sisters),266040.0,False,2004.0,Low,0.8029999999999999,0.924,-6.466,No,0.237,0.0167,0.10400000000000001,116.97200000000001,Pop
Diary (feat. Tony! Toni! Tone! & Jermaine Paul) (Alicia Keys),284160.0,False,2003.0,Low,0.6629999999999999,0.465,-9.711,No,0.555,0.00183,0.125,127.932,Pop
Through The Wire (Kanye West),221226.0,True,2004.0,High,0.5710000000000001,0.7390000000000001,-6.11,Yes,0.00865,5.21e-06,0.158,83.089,Rock
Come With Me - Radio Edit (Special D.),185133.0,False,2004.0,High,0.7390000000000001,0.9990000000000001,-5.077,No,0.13,0.00224,0.28,139.982,Pop
Splash Waterfalls (Ludacris),290760.0,True,2003.0,Low,0.7340000000000001,0.846,-6.102,Yes,0.10099999999999999,0.0,0.233,145.894,Pop
My Happy Ending (Avril Lavigne),242413.0,True,2004.0,High,0.414,0.9359999999999999,-2.407,No,0.0013599999999999999,0.0,0.369,170.229,Pop
White Flag (Dido),240040.0,False,2003.0,Low,0.512,0.525,-6.8229999999999995,No,0.327,3.3e-06,0.081,169.951,Pop
Fuck It (I Don't Want You Back) (Eamon),225106.0,True,2004.0,High,0.828,0.653,-6.245,No,0.214,3.25e-06,0.0404,68.507,Rock
"Me, Myself and I (Beyoncé)",301133.0,False,2003.0,High,0.75,0.45799999999999996,-9.092,No,0.226,3.2500000000000004e-05,0.13699999999999998,83.61,Pop
Here Without You (3 Doors Down),238733.0,False,2002.0,High,0.557,0.5329999999999999,,No,0.0492,0.0,0.205,143.994,Pop
All Falls Down (Kanye West),223506.0,True,2004.0,High,0.657,0.7340000000000001,-4.832,Yes,0.149,0.0,0.139,91.03,Rock
Sunshine (feat. Anthony Hamilton) (Twista),226013.0,True,2004.0,Low,0.9259999999999999,0.888,-5.337000000000001,Yes,0.261,0.0,0.348,98.523,Pop
The Closest Thing to Crazy (Katie Melua),252466.0,False,2003.0,Low,0.562,0.21899999999999997,-13.2,No,0.856,0.000296,0.0979,127.831,Pop
My Boo (Usher),223440.0,False,2004.0,High,0.662,0.507,-8.238,Yes,0.257,0.0,0.0465,86.412,Pop
Southside (Lloyd),277840.0,False,2004.0,Low,0.688,0.40399999999999997,-9.481,No,0.377,0.0,0.0813,75.007,Pop
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit (LMC),171546.0,False,2004.0,Low,0.6679999999999999,0.905,-5.395,No,0.00232,0.0331,0.141,128.658,Rock
Fit but You Know It (The Streets),254266.0,True,2004.0,Low,0.68,0.8440000000000001,-1.729,,0.23,0.0,0.0305,172.30200000000002,Rock
Slow Motion (JUVENILE),248200.0,True,2003.0,High,0.713,0.7340000000000001,-4.894,Yes,0.5479999999999999,0.0,0.0687,172.872,Pop
The Way You Move (feat. Sleepy Brown) (Outkast),234000.0,True,2003.0,High,0.871,0.597,-4.9319999999999995,No,0.126,0.000113,0.0638,125.999,Pop
Love Machine (Girls Aloud),205360.0,False,2004.0,Low,0.6629999999999999,0.95,-4.21,No,0.0012699999999999999,0.00492,0.0753,116.02,Pop
With You (Jessica Simpson),191826.0,False,2003.0,Low,0.5529999999999999,0.7559999999999999,-4.583,Yes,0.0923,0.0,0.215,94.48700000000001,Pop
Like Toy Soldiers (Eminem),296880.0,True,2004.0,Low,0.52,0.768,-3.489,Yes,0.0193,0.00033999999999999997,0.10400000000000001,79.178,Rock
Mad World (Feat. Michael Andrews) (Gary Jules),189506.0,False,2001.0,High,0.345,0.0581,-17.217,No,0.976,0.000366,0.10300000000000001,174.11700000000002,Pop
Pieces Of Me (Ashlee Simpson),217440.0,False,2004.0,Low,0.505,0.799,-4.2860000000000005,No,0.0572,0.0,0.11,174.00099999999998,Pop
Leave Right Now (Will Young),214733.0,False,2003.0,Low,0.6409999999999999,0.445,-8.674,No,0.145,0.0,0.10800000000000001,81.931,Pop
You Don't Know My Name (Alicia Keys),366733.0,False,2003.0,High,0.264,0.6629999999999999,-8.264,Yes,0.59,0.00443,0.342,167.078,Pop
We Belong Together (Mariah Carey),201400.0,False,2005.0,High,0.84,0.47600000000000003,-7.917999999999999,No,0.0264,0.0,0.0865,139.987,Pop
Let Me Love You (Mario),256733.0,False,2004.0,High,0.6559999999999999,0.578,-8.97,No,0.235,0.0,0.11800000000000001,94.514,Pop
Gold Digger (Kanye West),207626.0,True,2005.0,High,0.629,0.696,-5.572,Yes,0.0195,0.0,0.0554,93.03399999999999,Rock
Pon de Replay (Rihanna),246960.0,False,2005.0,High,0.779,0.64,-8.415,Yes,0.000155,0.0007700000000000001,0.10099999999999999,99.01899999999999,Pop
Candy Shop (50 Cent),209106.0,True,2005.0,High,0.614,0.574,-7.961,Yes,0.0253,3.2e-05,0.38,125.17299999999999,Pop
You're Beautiful (James Blunt),209493.0,True,2005.0,High,0.675,0.479,-9.87,No,0.633,1.76e-05,0.08800000000000001,81.99799999999999,Pop
Boulevard of Broken Dreams (Green Day),261266.0,True,2004.0,High,0.49,0.679,-3.68,No,0.00394,1.5399999999999998e-05,0.0383,167.046,
Don't Cha (The Pussycat Dolls),272080.0,False,2005.0,High,0.875,0.631,-3.475,No,0.00542,2.54e-06,0.127,120.00299999999999,Pop
Bad Day (Daniel Powter),233640.0,False,2005.0,High,0.599,0.785,-4.013,No,0.44799999999999995,0.00336,0.151,140.046,Pop
Bananza (Belly Dancer) (Akon),238493.0,False,2004.0,Low,,0.6990000000000001,-5.897,Yes,0.0345,3.37e-06,0.755,104.838,Pop
Hung Up (Madonna),337733.0,False,2005.0,High,0.649,0.647,-7.695,,0.0039,0.161,0.0686,125.02,Pop
Just A Lil Bit (50 Cent),237706.0,True,2005.0,High,0.489,0.6920000000000001,-6.672000000000001,Yes,0.0322,0.0060799999999999995,0.315,96.946,Pop
Axel F (Crazy Frog),168879.0,False,2005.0,High,0.86,0.907,-3.321,No,0.27899999999999997,0.693,0.0648,138.045,Pop
Ass Like That (Eminem),265480.0,True,2004.0,Low,0.6459999999999999,0.7959999999999999,-6.152,Yes,0.409,,0.107,83.09299999999999,Rock
We Be Burnin' (Sean Paul),213066.0,False,2005.0,Low,0.95,0.8029999999999999,-4.195,Yes,0.145,0.0,0.0748,117.0,Pop
Rich Girl (Gwen Stefani),236213.0,False,2004.0,High,0.856,0.754,-2.728,No,0.0294,1.49e-05,0.20600000000000002,98.01799999999999,Pop
Galvanize (The Chemical Brothers),393813.0,False,2005.0,High,0.745,0.7140000000000001,-3.681,No,0.0141,0.0222,0.363,104.00299999999999,Rock
Remember the Name (feat. Styles of Beyond) (Fort Minor),230493.0,True,2005.0,High,0.688,0.835,-4.162,No,0.0583,2.87e-06,0.0795,84.85799999999999,Pop
Disco Inferno (50 Cent),214226.0,True,2005.0,High,0.925,,-4.763,Yes,0.20600000000000002,7.879999999999999e-05,0.27899999999999997,97.01799999999999,Pop
How We Do (The Game),235533.0,True,2005.0,High,0.862,0.648,-7.401,Yes,0.0455,0.0,0.0332,98.012,Pop
Run It! (feat. Juelz Santana) (Chris Brown),229866.0,False,2005.0,High,0.846,0.48200000000000004,,Yes,0.0246,0.0,0.39299999999999996,100.969,Pop
It's Like That (Mariah Carey),203360.0,False,2005.0,Low,0.8,0.633,-4.875,No,0.0901,0.0,0.0315,95.95299999999999,Pop
My Humps (Black Eyed Peas),326960.0,False,2005.0,High,0.802,0.682,-5.9239999999999995,Yes,0.111,1.39e-05,0.109,123.95,Pop
Oh (feat. Ludacris) (Ciara),256346.0,False,2004.0,High,0.8,0.496,-7.135,No,0.000298,0.0,0.0697,128.29,Pop
Outta Control - Remix (50 Cent),247506.0,True,2005.0,High,0.772,0.599,-5.996,Yes,0.0277,0.0,0.0839,,Pop
"Baby, I'm Back (Baby Bash)",219920.0,True,2005.0,Low,0.899,0.365,-5.461,Yes,0.0508,0.0,0.09699999999999999,100.01,Pop
Get Right (Jennifer Lopez),225533.0,False,2005.0,High,0.741,0.759,-5.096,Yes,0.0218,0.0,0.628,97.084,Pop
Numb / Encore (JAY-Z),205733.0,True,2004.0,High,0.687,0.7929999999999999,-4.254,Yes,0.0603,0.0,0.5820000000000001,107.045,Rock
Hate It Or Love It (The Game),206400.0,True,2005.0,High,0.802,0.785,-4.781000000000001,Yes,0.14,0.0,0.12300000000000001,99.99799999999999,Pop
Feel Good Inc. (Gorillaz),222640.0,False,2005.0,High,0.818,0.705,-6.678999999999999,Yes,0.00836,0.00233,0.613,138.559,Rock
Don't Phunk With My Heart (Black Eyed Peas),239773.0,False,2005.0,High,0.69,0.9279999999999999,-2.76,No,0.00937,0.0,0.547,130.889,Pop
Lonely (Akon),235800.0,True,2004.0,Low,0.629,0.532,-7.88,No,0.331,0.0,0.23800000000000002,90.098,Pop
I Like The Way - Radio Edit (Bodyrockers),200053.0,False,2005.0,Low,0.642,0.851,-3.638,No,0.0248,0.0146,0.084,127.988,Rock
Push The Button (Sugababes),218093.0,False,2005.0,High,0.9620000000000001,0.66,-5.096,No,0.0485,0.0,0.076,126.016,Pop
Soul Survivor (Jeezy),280013.0,True,2005.0,Low,0.684,0.493,-7.728,No,0.000839,0.0,0.157,84.03,Pop
Mockingbird (Eminem),250760.0,True,2004.0,High,0.637,0.6779999999999999,-3.798,Yes,0.209,0.0,0.156,84.039,Rock
La Tortura (feat. Alejandro Sanz) (Shakira),212893.0,False,2005.0,High,0.74,0.7829999999999999,-5.367000000000001,No,0.0297,0.000308,0.12300000000000001,100.01100000000001,Pop
DARE (Gorillaz),244999.0,False,2005.0,High,0.76,0.8909999999999999,-5.852,No,0.0229,0.0869,0.298,120.264,Rock
Signs (Snoop Dogg),236813.0,True,2004.0,Low,0.94,0.713,-5.308,Yes,0.0319,0.0007599999999999999,0.325,112.955,Pop
Tripping (Robbie Williams),276603.0,False,2005.0,Low,0.6659999999999999,0.922,-4.458,No,0.0381,0.00019099999999999998,0.0633,118.014,Pop
Play (David Banner),230133.0,True,2005.0,Low,0.8370000000000001,0.6579999999999999,-8.013,Yes,0.000213,0.122,0.243,95.027,Pop
Some Cut (Trillville),283454.0,True,2004.0,Low,0.9,0.515,-6.626,Yes,0.0034100000000000003,0.0,0.111,84.995,Pop
Laffy Taffy (D4L),224253.0,True,2005.0,High,0.8909999999999999,0.439,-7.994,Yes,0.0351,0.0,0.0932,77.499,Pop
Lose Control (feat. Ciara & Fat Man Scoop) (Missy Elliott),226863.0,True,2005.0,High,0.904,0.813,-7.105,Yes,0.0311,0.0069700000000000005,0.0471,125.461,Pop
Lonely No More (Rob Thomas),226640.0,False,2005.0,Low,0.551,0.8959999999999999,-3.1519999999999997,Yes,0.033,0.0,0.0899,171.79,Pop
Almost Here (Brian McFadden),229826.0,False,2004.0,Low,0.561,0.452,-7.324,No,0.409,0.0,0.106,77.984,Rock
"Slow Down - 12"" Version (Bobby V.)",258666.0,False,2005.0,High,0.568,0.732,-4.896,No,0.179,4.92e-06,0.401,186.048,Pop
Incomplete (Backstreet Boys),239586.0,False,2005.0,High,0.43700000000000006,0.589,-4.834,No,0.231,0.0,0.0768,133.631,Pop
Grind With Me (Pretty Ricky),237733.0,True,2005.0,High,0.7,0.5379999999999999,-5.952000000000001,No,0.000204,0.0,0.105,136.518,Pop
Diamonds From Sierra Leone - Remix (Kanye West),233400.0,True,2005.0,High,0.672,0.8140000000000001,-3.7680000000000002,Yes,0.258,0.0,0.16399999999999998,97.04299999999999,Rock
Drop It Like It's Hot (Snoop Dogg),266066.0,True,2004.0,Low,0.892,0.628,-3.832,Yes,0.16899999999999998,0.0,0.102,92.06299999999999,Pop
Get It Poppin' (feat. Nelly) - Radio Version (Fat Joe),211320.0,False,2005.0,Low,0.905,0.55,-7.558,Yes,0.0628,0.0,0.0644,100.81299999999999,Pop
Soldier (feat. T.I. & Lil' Wayne) (Destiny's Child),325573.0,False,2004.0,High,0.878,0.41700000000000004,-6.7989999999999995,Yes,0.0444,0.0,0.0833,77.49,Pop
"1, 2 Step (feat. Missy Elliott) - Main (Ciara)",202213.0,False,2005.0,Low,0.9390000000000001,0.498,-10.94,Yes,0.0444,0.00128,0.0475,113.053,Pop
1 Thing (Amerie),238746.0,False,2008.0,Low,0.636,0.946,-4.683,Yes,0.115,3.75e-05,0.0416,125.085,Pop
Get Back (Ludacris),270746.0,True,2004.0,Low,0.555,0.639,-5.16,Yes,0.0594,0.0,0.11800000000000001,171.609,Pop
Do You Want To (Franz Ferdinand),215000.0,False,2005.0,High,0.41200000000000003,0.9440000000000001,-2.8960000000000004,No,0.0724,0.000493,0.8009999999999999,123.09100000000001,Rock
Shiver (Natalie Imbruglia),222653.0,False,2005.0,Low,0.489,0.7979999999999999,-4.49,No,0.00115,2.81e-06,0.149,94.163,Pop
Hollaback Girl (Gwen Stefani),199853.0,True,2004.0,High,0.9259999999999999,0.9159999999999999,-2.221,No,0.35,6.17e-06,0.0234,110.007,Pop
Your Body (Pretty Ricky),240040.0,True,2005.0,Low,0.838,0.594,-5.695,Yes,0.17600000000000002,0.0,0.0867,90.038,Pop
The Kill (Thirty Seconds To Mars),231533.0,False,2005.0,High,0.179,0.912,-3.8810000000000002,No,0.0014,0.000294,0.5820000000000001,182.99,Rock
Karma (Alicia Keys),256000.0,False,2003.0,Low,0.727,0.736,-6.202999999999999,No,0.0743,0.0031100000000000004,0.0348,85.098,Pop
Ghetto Gospel (2Pac),238053.0,True,2004.0,High,0.794,0.614,-5.352,No,0.0964,0.0,0.0788,80.569,Rock
Don't Love You No More (I'm Sorry) (Craig David),243986.0,False,2005.0,Low,0.636,0.5579999999999999,-7.0760000000000005,No,0.462,0.0,0.062,100.113,Pop
Nine Million Bicycles (Katie Melua),197160.0,False,2005.0,High,0.534,0.247,-15.636,No,0.516,0.00859,0.122,82.16799999999999,Pop
Lovers And Friends (Lil Jon & The East Side Boyz),260600.0,True,2004.0,High,0.675,0.501,,Yes,0.0541,0.0,0.429,139.861,Pop
Don't Forget About Us - Radio Edit (Mariah Carey),233866.0,False,2005.0,Low,0.7,0.529,-6.816,No,0.0422,0.0,0.10099999999999999,143.555,Pop
Wait (The Whisper Song) (Ying Yang Twins),179160.0,True,2005.0,Low,0.9329999999999999,0.513,-13.203,Yes,0.00112,0.00248,,102.01700000000001,Pop
Switch (Will Smith),197666.0,False,2020.0,Low,0.873,0.9,-4.325,Yes,0.0107,0.000502,0.556,102.516,Pop
Like You (feat. Ciara) (Bow Wow),205840.0,False,2005.0,High,0.7140000000000001,0.6,-8.365,No,0.0465,0.0,0.0646,82.01700000000001,Pop
Everyday I Love You Less And Less (Kaiser Chiefs),217706.0,False,2005.0,Low,0.49,0.956,-4.556,No,0.00466,6.15e-06,0.242,160.028,Rock
Behind These Hazel Eyes (Kelly Clarkson),198973.0,False,2004.0,Low,0.5479999999999999,0.889,-4.6819999999999995,No,0.00165,0.00109,0.19699999999999998,90.04799999999999,Pop
Don't Lie (Black Eyed Peas),219000.0,False,2005.0,High,0.662,0.785,-5.2989999999999995,Yes,0.16,0.0,0.0784,89.885,Pop
You Raise Me Up (Westlife),241066.0,False,2005.0,Low,0.129,0.358,-6.596,No,0.631,0.0,0.0886,75.048,Pop
One Wish (Ray J),337640.0,False,2005.0,High,0.525,0.652,-7.042000000000001,Yes,0.278,0.0,0.33899999999999997,127.67299999999999,Pop
Scars (Papa Roach),208199.0,False,2004.0,High,0.455,0.929,-3.295,No,0.0875,0.0,0.226,89.78200000000001,Rock
I Bet You Look Good On The Dancefloor (Arctic Monkeys),173680.0,False,2006.0,High,0.535,0.948,-4.19,No,0.00225,0.0,0.376,103.18299999999999,Rock
That's My Goal (Shayne Ward),219600.0,False,2006.0,Low,0.28600000000000003,0.508,-5.966,No,0.37200000000000005,0.0,0.27,68.637,Pop
Let Me Hold You (feat. Omarion) (Bow Wow),248493.0,False,2005.0,High,0.815,0.662,-8.244,Yes,0.0915,0.00040899999999999997,0.0898,151.518,Pop
I Predict A Riot (Kaiser Chiefs),233186.0,False,2005.0,High,0.395,0.9790000000000001,-3.241,No,0.0243,0.0,0.12,158.842,
Caught Up (Usher),224640.0,False,2004.0,High,0.8170000000000001,0.8059999999999999,-4.606,No,0.027000000000000003,9e-06,0.11900000000000001,110.086,Pop
Because of You (Kelly Clarkson),219493.0,False,2004.0,High,0.5870000000000001,0.583,-5.284,No,0.248,0.0,0.124,139.92,Pop
Let Me Go (3 Doors Down),243053.0,False,2012.0,Low,0.478,0.863,-4.914,No,0.0181,0.0,0.111,92.00399999999999,Pop
Photograph (Nickelback),258920.0,False,2005.0,High,0.515,0.8759999999999999,-3.7560000000000002,No,0.000932,0.000166,0.136,145.916,Rock
I'm Sprung (T-Pain),231040.0,False,2005.0,Low,0.722,0.32899999999999996,-11.617,Yes,0.08800000000000001,0.0,0.081,99.991,Pop
Cater 2 U (Destiny's Child),245400.0,False,2004.0,Low,0.605,0.584,-7.042999999999999,Yes,0.28600000000000003,0.0,0.235,125.802,Pop
Stickwitu (The Pussycat Dolls),207506.0,False,2005.0,High,0.5479999999999999,0.5539999999999999,-6.4079999999999995,No,0.28300000000000003,0.0,0.0708,79.918,Pop
True (Ryan Cabrera),204173.0,False,2004.0,High,0.598,0.4,-10.054,No,0.45899999999999996,0.0,0.151,96.93799999999999,Pop
Dakota (Stereophonics),297426.0,False,2005.0,High,0.506,0.93,-3.4989999999999997,No,0.129,0.0068200000000000005,0.0931,146.994,Pop
Like Toy Soldiers (Eminem),296880.0,True,2004.0,High,0.52,0.768,-3.489,Yes,0.0193,0.00033999999999999997,0.10400000000000001,79.178,Rock
Over And Over (Nelly),253933.0,True,2004.0,High,0.644,0.517,-10.02,No,0.0065,1.37e-06,0.158,169.799,Pop
Speed of Sound (Coldplay),287906.0,False,2005.0,High,0.514,0.898,-6.765,No,0.00488,0.0345,0.0746,123.06700000000001,Pop
Suddenly I See (KT Tunstall),201706.0,False,2005.0,High,0.5870000000000001,0.767,-5.712999999999999,No,0.225,0.0,0.11199999999999999,100.38,Pop
Girl (Destiny's Child),224146.0,False,2004.0,Low,0.5670000000000001,0.747,-6.019,Yes,0.31,0.0,0.04,89.036,Pop
Since U Been Gone (Kelly Clarkson),188960.0,False,2004.0,High,0.662,0.7390000000000001,-5.354,No,0.00206,0.0603,0.113,130.999,Pop
Sometimes You Can't Make It On Your Own (U2),305080.0,False,2004.0,Low,0.53,0.597,-5.652,No,0.00275,0.473,0.105,96.0,
Dirty Little Secret (The All-American Rejects),193653.0,False,2005.0,High,0.469,0.955,-4.253,No,0.000343,1.35e-06,0.5479999999999999,143.85299999999998,Pop
As Good As I Once Was (Toby Keith),227840.0,False,2005.0,High,0.68,0.87,-4.461,No,0.266,0.0,0.109,119.075,Rock
Cool (Gwen Stefani),189333.0,False,2004.0,Low,0.7090000000000001,0.721,-3.52,No,0.0322,0.000309,0.355,112.01899999999999,Pop
Best of You (Foo Fighters),255626.0,False,2005.0,High,0.366,0.94,-5.119,No,0.000769,9.42e-05,0.188,130.19799999999998,Rock
Hips Don't Lie (feat. Wyclef Jean) (Shakira),218093.0,False,2005.0,High,0.778,0.8240000000000001,-5.892,No,0.284,0.0,0.405,100.024,Pop
Temperature (Sean Paul),218573.0,False,2005.0,High,0.951,0.6,-4.675,No,0.106,0.0,0.0712,125.04,Pop
SexyBack (feat. Timbaland) (Justin Timberlake),242733.0,True,2006.0,High,0.9670000000000001,0.583,-5.562,No,0.0584,0.0,0.0519,117.0,Pop
Irreplaceable (Beyoncé),227853.0,False,2007.0,High,0.447,0.6940000000000001,-4.637,Yes,0.0293,5.46e-06,0.16699999999999998,175.868,Pop
Rehab (Amy Winehouse),214946.0,False,2006.0,High,0.40700000000000003,,-13.609000000000002,No,0.0541,1.51e-06,0.34,71.815,Rock
SOS (Rihanna),238920.0,False,2006.0,High,0.677,0.6709999999999999,-4.905,No,0.004,5.07e-05,0.413,137.046,Pop
Crazy (Gnarls Barkley),177466.0,False,2006.0,High,0.855,0.5870000000000001,-4.5889999999999995,No,0.0505,0.0071400000000000005,0.105,111.97,Rock
Touch It (Busta Rhymes),214960.0,True,2006.0,High,0.6579999999999999,0.551,-6.62,Yes,0.0043,0.00010800000000000001,0.19699999999999998,138.335,Pop
Maneater (Nelly Furtado),258893.0,False,2006.0,High,0.7959999999999999,0.777,-4.81,No,0.0261,0.00035800000000000003,0.121,132.722,Pop
Rock This Party - Everybody Dance Now (Bob Sinclar),245466.0,False,2006.0,High,0.893,0.823,-3.708,Yes,0.0714,0.0,0.0509,128.009,Pop
Come to Me (feat. Nicole Scherzinger) (Diddy),276786.0,True,2006.0,Low,0.8190000000000001,0.485,-6.45,No,0.0176,0.0,0.6579999999999999,96.99799999999999,Pop
Sorry (Madonna),281880.0,False,2005.0,High,0.589,0.877,-6.229,No,0.00121,0.013000000000000001,0.16899999999999998,132.971,Pop
Ridin' (Chamillionaire),303053.0,True,2005.0,High,0.787,0.799,-4.68,No,0.18899999999999997,0.0,0.3,143.05200000000002,Pop
Pump It (Black Eyed Peas),213066.0,False,2005.0,High,0.648,0.9309999999999999,-3.15,Yes,0.00937,0.0,0.752,153.649,Pop
Promiscuous (Nelly Furtado),242293.0,False,2006.0,High,0.8079999999999999,0.97,-6.098,No,0.0569,6.13e-05,0.154,114.32799999999999,Pop
Put Your Hands Up for Detroit - Radio Edit (Fedde Le Grand),150533.0,False,2015.0,Low,0.8140000000000001,0.9229999999999999,-4.525,Yes,0.0154,0.154,0.0862,127.919,Pop
(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version (Sean Paul),243880.0,False,2006.0,Low,0.711,0.7609999999999999,-3.04,Yes,0.067,0.0,0.040999999999999995,95.824,Pop
Buttons (The Pussycat Dolls),225560.0,False,2005.0,High,0.565,0.8170000000000001,-4.338,Yes,0.152,0.0,0.247,210.851,Pop
Get Up (feat. Chamillionaire) (Ciara),261880.0,False,2006.0,Low,0.9640000000000001,0.595,-6.8870000000000005,Yes,0.0248,5.14e-06,0.0405,128.593,Pop
Shake That (Eminem),274440.0,True,2005.0,High,0.963,0.643,-5.785,Yes,0.0507,4.94e-05,0.157,107.005,Rock
Do It To It (Cherish),226293.0,False,2006.0,High,0.826,0.67,-5.559,Yes,0.00798,0.0,0.495,74.007,Pop
